FS203,539021483,0,483684932,484547000,78945572,30467103,34709707,144122382,10201339,50560396,6297454,67059189,94804024,14885047,51481696,161170767,29178567,21628214,24158413,74965194,447317532,483684936,-36367404,-7.518820888,484547000
FS204,682115826,0,828986180,829294880,58610309,92206901,63763337,214580547,53394882,51756222,84964116,190115220,50797069,48456571,46973165,146226805,82098523,56805017,67325313,206228853,757151425,828985640,-71834215,-8.6653147574,829294880
FS205,160138041,0,154253106,162620967,7915569,8469245,6869518,23254332,8225775,8058468,7378581,23662824,7825656,7687317,7619253,23132226,7292647,7116042,6915310,21323999,91373381,154412114,-63038733,-40.8249918786,162620967
GT421,4735853249,0,4708535688,4808496278,575600445,354085760,358510690,1288196895,342040541,534459559,309664069,1186164169,407694646,314132111,491728612,1213555369,780296020,98302696,250693714,1129292430,4817208863,4708535695,108673168,2.3080034864,4808496278
GT422,688041369,0,739384683,774431692,79949711,54529401,58864227,193343339,54467115,75172161,54216582,183855858,50836775,52449359,70304646,173590780,52930267,57190001,0,110120268,660910245,733835670,-72925425,-9.9375688565,774431692
GT423,476286311,0,546168132,546168132,39949886,45006181,44325607,129281674,45983004,46298139,35393390,127674533,42343146,52387836,43766127,138497109,40068588,44548012,53515863,138132463,533585779,546168131,-12582352,-2.3037506742,546168132
GT481,2006543674,0,2001307949,2036247569,230567406,147530088,192772501,570869995,119171333,143664593,145486470,408322396,143755104,153665970,277886981,575308055,133766233,133475495,164215346,431457074,1985957520,2001307980,-15350460,-0.7670213757,2036247569
GT482,757273175,0,939819056,908386976,103441583,61661342,61030323,226133248,59987365,64599565,84418641,209005571,54398281,87664283,54780978,196843542,35276639,79375603,82501229,197153471,829135832,939818985,-110683153,-11.7770714113,908386976
GT483,424990694,0,474256880,622833502,81192405,61145516,45852100,188190021,37741365,0,73322930,111064295,36423631,0,62025718,98449349,62025718,74643538,54690698,191359954,589063619,474257196,114806423,24.2076291026,622833502
GT484,1388547870,0,1170174982,1301472277,137475613,86943930,92029578,316449121,81236835,61883724,10358339,153478898,66574659,80919366,126175668,273669693,62960915,59475290,55496115,177932320,921530032,1170174480,-248644448,-21.2484934725,1301472277
JHB,35812493000,0,39307283000,40793454280,3033026169,2959718536,3391769423,9384514128,3234112625,3058018697,3825250901,10117382223,2860469789,3190723493,4396582516,10447775798,2913218000,2836151242,3971067913,9720437155,39670109304,38844218004,825891300,2.1261627661,40793454280
KZN211,65786582,0,63680667,75493814,19580786,507856,1133355,21221997,474998,17884538,1408636,19768172,1078867,1568505,13876327,16523699,505926,2790331,5213961,8510218,66024086,63680667,2343419,3.6799536035,75493814
KZN212,136002890,0,150943490,147796104,94082198,854190,1293240,96229628,1295576,15529628,810772,17635976,1707265,865254,13195264,15767783,1582431,687487,872519,3142437,132775824,150943494,-18167670,-12.0360735786,147796104
KZN213,95404172,0,127476942,122816752,13402157,6619765,8808396,28830318,8735159,8113994,9634954,26484107,9149628,9430683,7337508,25917819,13582328,8333601,17847105,39763034,120995278,127476942,-6481664,-5.0845775701,122816752
KZN214,3774325,0,117490423,123688677,15225070,9592757,28322242,53140069,4386245,24273032,3921854,32581131,3211534,5751254,6984623,15947411,25695556,789703,4575457,31060716,132729327,117490281,15239046,12.9704737024,123688677
KZN215,38359054,0,44269000,44311529,438526,811437,612193,1862156,607157,11213943,1371435,13192535,1094425,997863,9965908,12058196,1119285,625333,0,1744618,28857505,44269200,-15411695,-34.8135837106,44311529
KZN216,624087671,0,705028961,705028961,86551258,72600344,72600344,231751946,72600344,72600344,39108863,184309551,47680678,42346761,71532853,161560292,43507508,10149407,84949337,138606252,716228041,705028561,11199480,1.5885143694,705028961
KZN221,104816646,0,109279000,120359000,32590304,5667580,4339547,42597431,3775838,27292056,3922046,34989940,4138212,4281611,23116325,31536148,3795489,4161021,4170919,12127429,121250948,109279000,11971948,10.9553967368,120359000
KZN222,257402763,0,264126474,286011660,35133240,17708951,17832685,70674876,15690124,28427401,17021898,61139423,15281776,19816286,26777749,61875811,15920510,16040497,43368133,75329140,269019250,264126207,4893043,1.8525397595,286011660
KZN223,91908378,0,110551366,107990600,0,9013267,3633942,12647209,3633942,12138977,6624886,22397805,5117478,5117478,12912851,23147807,0,12912851,12912851,25825702,84018523,110570012,-26551489,-24.0132821908,107990600
KZN224,28896798,0,40967556,47034326,13979846,9162974,964954,24107774,1116827,10397404,418057,11932288,993164,747525,9162975,10903664,39967,259391,0,299358,47243084,40967411,6275673,15.3186956335,47034326
KZN225,3484538419,0,3570334170,3695132643,237665754,517041788,213498477,968206019,286515648,278456644,390262059,955234351,233504573,290617251,279390268,803512092,367771220,276829390,409896776,1054497386,3781449848,3570574974,210874874,5.905908027,3695132643
KZN226,60798145,0,70017703,68176701,17032261,1522714,1666885,20221860,1701418,16396862,2014458,20112738,1921377,2270429,12436136,16627942,2056979,2082193,4858779,8997951,65960491,70017719,-4057228,-5.794573228,68176701
KZN227,81804354,0,62453780,68119786,17011732,12654834,-3080545,26586021,1168279,16130809,1006298,18305386,1411438,1619667,12471584,15502689,1739041,1701713,2194435,5635189,66029285,62454028,3575257,5.7246219571,68119786
KZN232,525366664,0,613922108,586599654,103856620,50280024,37495537,191632181,35200545,33043842,69953267,138197654,33009597,36881468,65570398,135461463,33210435,32402360,26461337,92074132,557365430,613922108,-56556678,-9.2123540207,586599654
KZN233,73354668,0,77723992,80120788,29598601,1115091,848897,31562589,961993,1533049,1533049,4028091,12790514,1185341,29397494,43373349,927051,760499,981760,2669310,81633339,77723982,3909357,5.0297950509,80120788
KZN234,294154489,0,316420829,302454134,35446240,23063001,27377809,85887050,21349985,18168593,29818383,69336961,21462697,23283629,31405806,76152132,20876519,22927467,25418980,69222966,300599109,316420829,-15821720,-5.0002144454,302454134
KZN235,112954413,0,133714160,126464523,39397419,8574164,4804131,52775714,3247840,27977390,2778606,34003836,2476410,7627395,24140901,34244706,2892329,2644548,2644548,8181425,129205681,133714160,-4508479,-3.3717289179,126464523
KZN236,85841639,0,88825860,90608535,34761982,2719226,636942,38118150,682036,22376346,680465,23738847,1486013,1264176,20632182,23382371,807439,1137704,688326,2633469,87872837,88825877,-953040,-1.0729305831,90608535
KZN242,161060990,0,136252765,138206836,19804271,2264869,2288229,24357369,2669153,32984050,0,35653203,2053494,2460804,28162298,32676596,28162298,2147112,-3285793,27023617,119710785,136252516,-16541731,-12.1404958129,138206836
KZN244,80091422,80091422,125395941,129249500,1353733,1596457,42644184,45594374,4734487,1333599,1314732,7382818,1036032,1036032,1036032,3108096,1036032,1036032,1036032,3108096,59193384,125395941,-66202557,-52.7948165404,129249500
KZN245,176155740,0,164556302,172210970,40348501,12117431,16542496,69008428,12017917,10966846,43954087,66938850,15886457,16635752,15969371,48491580,26102320,0,23695160,49797480,234236338,164556302,69680036,42.3441917162,172210970
KZN252,1456210889,0,1526361893,1508569891,74036197,227789227,108766077,410591501,88212676,195309478,120113611,403635765,108696131,93435563,173663968,375795662,180983968,108425322,20084799,309494089,1499517017,1526361893,-26844876,-1.7587490963,1508569891
KZN253,67588221,0,63249252,54590337,17921807,3377028,3276795,24575630,3723950,7809173,4067246,15600369,5527668,3070785,8304868,16903321,3653907,3567785,0,7221692,64301012,63249246,1051766,1.6628909695,54590337
KZN254,81660240,0,91164046,94584220,1439046,2224447,2027508,5691001,2655461,23707222,1861952,28224635,2388971,1546964,17825945,21761880,1422952,1504443,3322005,6249400,61926916,90387645,-28460729,-31.4874106965,94584220
KZN261,69774654,0,92441285,94403399,21753456,2202837,4540799,28497092,4195754,13498144,10923583,28617481,2891705,4924452,20738945,28555102,2550646,602032,2412157,5564835,91234510,92441292,-1206782,-1.3054577385,94403399
KZN262,130704449,0,150583861,124671742,33921653,3888294,6180051,43989998,6412416,31998542,7645124,46056082,7660679,15403720,21452978,44517377,7164264,6651776,6294607,20110647,154674104,150583861,4090243,2.7162558941,124671742
KZN263,456312392,0,420009910,433555700,62010378,24543542,34641466,121195386,24572431,26928817,55846901,107348149,27111848,36251206,49778168,113141222,22408947,29644019,19565446,71618412,413303169,420009442,-6706273,-1.5966957714,433555700
KZN265,103669523,0,133252000,123289862,46256535,5398272,1684299,53339106,1584185,26110726,1563348,29258259,1491506,1639580,27742212,30873298,1526328,1614539,1171388,4312255,117782918,133251989,-15469071,-11.608885628,123289862
KZN266,210580676,0,246426594,259951620,73439681,9649592,10179438,93268711,8548094,38249718,7161667,53959479,7751247,5345888,31639907,44737042,7652529,7868937,28971692,44493158,236458390,246425800,-9967410,-4.0447915762,259951620
KZN271,97477222,0,116739436,139679800,39274604,4502745,4432975,48210324,4485465,33539967,4429394,42454826,4089149,2779137,26957327,33825613,3396947,2952756,3518410,9868113,134358876,116739573,17619303,15.0928280336,139679800
KZN272,122223224,0,163116842,149356574,54592174,2480427,2609956,59682557,3051728,37804179,3250632,44106539,1864980,1775882,30059763,33700625,1982313,1883972,1833427,5699712,143189433,163116950,-19927517,-12.2167052535,149356574
KZN273,42460958,0,52186000,58335743,11138536,1273516,1355111,13767163,6190146,11150642,3950712,21291500,2108016,1833783,2216306,6158105,1201121,2245805,1793188,5240114,46456882,52185367,-5728485,-10.9771863825,58335743
KZN274,51597570,0,56116468,55816152,14756377,177744,678795,15612916,279168,12403429,6705610,19388207,224294,205440,10338775,10768509,4931396,368096,1626980,6926472,52696104,56115736,-3419632,-6.0938913819,55816152
KZN275,103120982,0,135955608,127347095,39015175,6996545,3842545,49854265,3213324,30269095,3507187,36989606,3564093,5257540,21656874,30478507,3782193,4756930,3701565,12240688,129563066,135955608,-6392542,-4.7019332958,127347095
KZN282,2307446988,0,2370558500,2288540300,188321558,233161760,208205014,629688332,176391069,208643255,180225417,565259741,216909251,201633568,200509901,619052720,202068492,167945351,216113994,586127837,2400128630,2370558500,29570130,1.2473908575,2288540300
KZN283,48954968,0,45934152,53969641,12545940,929337,451146,13926423,666249,666249,1188420,2520918,722242,967109,9254815,10944166,1490592,2062600,2062600,5615792,33007299,45933813,-12926514,-28.1416088841,53969641
KZN284,253738865,0,234105520,261959930,68027659,6561898,17078998,91668555,8606044,46927310,11136470,66669824,9072246,8952528,24390511,42415285,7030165,31226125,6491793,44748083,245501747,234105540,11396207,4.8679783486,261959930
KZN285,72357590,0,78605158,93961000,17047886,3533834,3960711,24542431,3872716,14010830,4965003,22848549,4321922,4395064,14761383,23478369,3934198,6555824,4320987,14811009,85680358,78605163,7075195,9.000929112,93961000
KZN286,78022667,0,104884376,104774633,29255631,3956183,1713582,34925396,9466146,1274439,1478401,12218986,1411159,2004777,19405857,22821793,809132,1437121,2337156,4583409,74549584,104884522,-30334938,-28.922225531,104774633
KZN291,174758086,0,152397887,171870887,39218242,10675861,6297432,56191535,11881006,36016977,10176951,58074934,6895032,9825052,30045358,46765442,18921898,12232070,0,31153968,192185879,152397878,39788001,26.1079757292,171870887
KZN292,1051410287,0,1139563134,1175746983,89246066,92254764,85366731,266867561,86356084,101855566,100845355,289057005,87503384,86233648,129295188,303032220,94343149,82576993,98932466,275852608,1134809394,1139563133,-4753739,-0.4171545097,1175746983
KZN293,81723776,0,96381231,98923790,36704036,953467,356897,38014400,1302937,28288651,1551316,31142904,1147003,1954196,24205411,27306610,2378081,824550,402150,3604781,100068695,96381126,3687569,3.8260281375,98923790
KZN431,73777269,0,81640050,82698000,31615365,821284,1078611,33515260,999088,22627510,1067812,24694410,1421017,967592,18809262,21197871,1056396,1195195,8917068,11168659,90576200,81640050,8936150,10.9457919244,82698000
KZN433,247663689,0,259000642,268896730,66087410,33945575,13500395,113533380,14550039,11919051,28230919,54700009,12828890,12340805,25587514,50757209,13500295,12355754,13080912,38936961,257927559,259000101,-1072542,-0.4141087188,268896730
KZN434,94695978,0,105035029,117786233,13300703,1773271,204702,15278676,1810984,23838961,828722,26478667,2075569,0,22700069,24775638,4116377,2455770,1609696,8181843,74714824,105034984,-30320160,-28.8667250142,117786233
KZN435,119441915,0,138049461,141747185,54459779,6668085,2190569,63318433,1279842,40861696,988491,43130029,2038007,1669812,34184270,37892089,977810,1340271,1138774,3456855,147797406,138049462,9747944,7.0611966601,141747185
LIM331,201587989,0,240309947,245709000,76113322,5798575,4663848,86575745,5107935,60748908,5846476,71703319,0,5477546,52363660,57841206,3930304,4048893,4964693,12943890,229064160,240309947,-11245787,-4.679701003,245709000
LIM332,189190875,0,276686219,233318732,3707774,3758617,3839865,11306256,3828374,5348907,5278598,14455879,3661549,4186466,3419616,11267631,3065620,3319914,3731414,10116948,47146714,231805221,-184658507,-79.661064666,233318732
LIM333,743449001,0,824367771,856276867,148104561,54041309,52033937,254179807,148018751,52730873,114970019,315719643,46957322,46553928,15459421,108970671,44284211,44120369,51583120,139987700,818857821,824367768,-5509947,-0.6683845747,856276867
LIM334,298399518,0,356251313,356251314,51200345,25137671,22113970,98451986,19616128,41297207,28544904,89458239,19313432,24996419,20656653,64966504,26797921,37873584,28943108,93614613,346491342,356251332,-9759990,-2.7396360724,356251314
LIM335,91143626,0,102166815,102166815,30347078,3547152,3961485,37855715,3978902,27207316,15383437,46569655,4078771,3245771,31230515,38555057,4214628,4550841,0,8765469,131745896,102166817,29579079,28.951747611,102166815
LIM341,149564278,0,187228000,209235497,29917262,25472865,25465039,80855166,25593177,33491482,35389124,94473783,12151625,11983499,28321984,52457108,11179260,16645464,15615057,43439781,271225838,187228095,83997743,44.8638560361,209235497
LIM342,59147962,0,82095598,107779548,27320994,1270751,1170389,29762134,1337823,23062904,1651675,26052402,-1185348,793702,18971108,18579462,823580,659108,2149862,3632550,78026548,82095595,-4069047,-4.9564742176,107779548
LIM343,453106619,0,742180422,625685612,148024233,15666531,15939703,179630467,14163060,126761159,14776383,155700602,13856957,14450836,106429297,134737090,19702550,43290510,105461978,168455038,638523197,742180424,-103657227,-13.9665805845,625685612
LIM344,569454250,0,656222000,646827000,144933841,16743837,28063655,189741333,27006882,127489104,27675244,182171230,25786087,28165767,27258000,81209854,106779756,29254207,29624655,165658618,618781035,656222944,-37441909,-5.7056689868,646827000
LIM351,138536643,0,164957910,165981910,13517751,52484774,1581911,67584436,2900120,40855230,2426482,46181832,2633633,2444973,33660860,38739466,2200054,2291550,3327489,7819093,160324827,164957911,-4633084,-2.80864614,165981910
LIM352,144401524,0,102409621,100312307,41234294,1992146,481336,43707776,726480,28416583,561271,29704334,612260,2060073,12259168,14931501,779959,4676074,1034409,6490442,94834053,102409620,-7575567,-7.3973197049,100312307
LIM353,109554429,0,125435694,136452963,37620258,3495392,1632276,42747926,2676604,2946234,33036030,38658868,2252727,2280691,27029498,31562916,2502840,3259939,4373752,10136531,123106241,125435696,-2329455,-1.8570909831,136452963
LIM354,1932949289,0,2228099004,2200327000,310397383,120087280,115219525,545704188,125633707,124153648,278602709,528390064,113760124,101665378,229675096,445100598,122792430,113377169,197866160,434035759,1953230609,2228099053,-274868444,-12.3364553129,2200327000
LIM355,215383427,0,288474158,282027322,72942189,7096741,7945844,87984774,8631708,58708598,7223998,74564304,9164797,7698442,51812946,68676185,8477508,8590684,11428010,28496202,259721465,288474157,-28752692,-9.9671638871,282027322
LIM361,203921626,0,267389068,347886135,39551885,16292297,12234935,68079117,19858199,14609668,27285393,61753260,4791594,8913102,12306874,26011570,14715178,16835143,22324210,53874531,209718478,267388586,-57670108,-21.5679019298,347886135
LIM362,326325171,0,352071025,352071025,56299380,0,0,56299380,0,0,0,0,0,0,0,0,0,0,0,0,56299380,352072106,-295772726,-84.009133629,352071025
LIM364,113002795,0,124683400,126929300,0,8167448,7486110,15653558,8063858,14618802,5508582,28191242,6449003,7711393,38448792,52609188,0,0,10364843,10364843,106818831,124683412,-17864581,-14.3279532645,126929300
