Municipality,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014
NC093,0.2867294662,0.1640224756,0.0525119815,0.9968187077,9.8166831929,14.4110064452,7.8759709139,-0.5763097009,2.5836638572,-0.8654767807,2.379730623
NC094,2.0564444444,1.035984127,1.2065396825,0.7469047619,0.353968254,0.280952381,0.2870793651,0.2531746032,0.5431746032,0.3436507937,0.6412698413
NC451,0,0,0,0,0,0,0,0,0,0,0.000558472
NC452,11.3937598104,11.299932729,9.9587511078,9.7826077671,0.7021494698,0.6561702491,1.0355255149,47.1787380807,9.610255096,6.037009749,2.9690873562
NC453,0.584304491,0.5502318764,0.8571016652,1.2349280342,0.5005887017,0.5552778912,0.4542614797,1.2258692361,1.0526227263,0.4229761876,0.4181464305
NMA,5.1496005173,5.8839091584,5.5292995925,5.631407455,5.6436866111,5.4779696471,4.0376307921,4.847264379,4.062730717,-1.2541256732,1.8576626465
NW371,0,0,0,0,0,0,0,0,0,0,0
NW372,0.693025068,1.505596159,0.1505422294,0.2914108437,0.5482874266,0.4360982109,-0.0992582445,0.5447263297,0.564079844,0.6650955945,0.2143193801
NW373,1.9771896465,3.061505709,2.9223636446,2.9456634672,2.5384324251,3.7149506437,3.0383314379,6.8207141882,4.1978419688,3.8478078515,4.8397998453
NW374,6.660267586,9.6475543106,8.6474759545,4.253736606,1.8805461419,12.2253521127,5.6006973692,11.938529648,17.1886422849,9.1946561147,2.5851632745
NW375,0,0,0,2.4369088945,0,2.7259909134,3.7773031985,1.7930027953,1.7859940467,7.2161250691,0
NW381,0,0,0,0,0,0.0101547434,0,0,0,0.0138812547,0
NW382,0.0693055757,0.1428536927,0.1263745995,0.0882078282,0.1270830314,0.0666892077,0.0429406366,0.0973852421,0.2190181777,0.4297525318,0.122373569
NW383,2.6381021312,2.3247555115,2.0344633602,1.3071070604,2.6042905117,2.6118507034,1.7720657092,2.2079121316,1.8272372713,1.2448864085,1.7000792379
NW384,0.412499556,0.1607441001,0.3025008585,0.2912102876,3.444139205,4.9523333057,8.3226367953,0.6098210797,0.4144415105,1.1617624421,0.4031094954
NW385,0.7273028869,10.7824142576,1.6306688872,0.5736067891,0.8775089077,0.7494376729,1.4539688016,1.2201535369,1.2947124667,2.1316674739,0.5985150584
NW392,0.4150432009,0.2578727482,1.5661191057,1.6251179228,1.6787259849,1.020230305,0.7181383927,2.6123598029,1.265135293,1.411060032,1.4005031371
NW393,5.7865628366,0,2.0918233783,0,0.1361113412,0.4403611963,0.2201805981,0.0894706321,0,0,0.0683124845
NW394,0,0.0005854471,0,0,0.000771214,0.0008838,0.0003321287,0,0,0.0003264994,0
NW396,0.4009540264,0.2319148137,0.048828125,0.5042442909,0.2679912861,0.3525015024,0.1098632813,0.4371619591,0.4371619591,0.3318434495,0.6304462139
NW397,0,0,0,0,0,0,0,0,0,0,0
NW401,20.1941906811,39.9918168671,26.4930161194,15.8901626045,14.95068957,8.1082148778,14.1287432542,22.4250996438,14.8119290325,32.7710310042,23.14909527
NW402,4.0641304481,5.8609810644,1.8254199383,14.1364876322,16.2949337069,16.9021700397,18.5480886202,18.0873053907,17.9088362148,12.6025116428,7.2386429265
NW403,5.3515436093,3.8213862886,3.8174281873,3.5209342925,5.2459164836,2.9465530907,5.4167243576,6.213795162,3.9414236122,5.0087414341,12.1443578244
NW404,0.0551584955,0.2327943029,3.9037329357,0.0641823277,0.1456539065,0.0831555133,0.052639021,52.8667120858,0.0643365812,0.0365195259,47.4866699231
Summary,5.2725229393,5.7560064394,6.0368888397,7.2503635126,5.1650139289,5.466878813,4.1750993127,6.6558820502,3.7329023832,6.2575009277,4.8744504865
TSH,0.5258967348,0.316802602,0.3360527238,0.375499403,0.3072834802,0.3270641536,0.4530105891,0.2583337669,0.4860071306,0.316283346,0.26526722
WC011,3.9000402103,5.1646834557,4.8179069802,4.3392705556,6.9088269022,5.8932342472,4.7915022265,4.3132232267,5.543881335,5.3063130147,5.0803312136
WC012,18.7360352033,15.8487582382,16.9936505385,15.2743730911,7.5900779617,9.4442412795,9.7114611799,8.3131128436,7.2664362643,6.8508680276,3.8620599582
WC013,1.0932355365,0.8932258429,0.0102428228,4.2353102735,1.4656930061,2.7713459457,3.2468617219,4.6684976655,4.9546343118,2.646364121,4.8476985961
WC014,4.3118062767,6.9987398304,7.7998749912,6.4863347212,4.7496496729,4.3965098344,5.4521790852,4.2625286058,2.7661830976,-2.2150857419,4.5035940036
WC015,10.5288672843,10.6514829205,9.5796575306,6.9335630527,7.8841265097,13.7297691672,4.8715915684,4.9771452682,5.9692867566,17.4644960532,17.6431936851
WC022,0.8446949442,1.6852586549,2.9435168095,1.8920963207,1.6261621789,2.2060873165,0.9882359029,1.3413744329,1.4983785555,2.7806737619,2.053809532
WC023,2.9187461693,4.7037395229,5.2856420788,3.2689702382,3.5133844354,4.9556160502,3.0435640885,2.9549752848,4.2415725418,5.6963488311,5.7196631405
WC024,19.6682719783,20.6150655288,19.9857191475,20.2583074878,12.2141036261,8.7749545697,22.4740613743,30.4870258712,29.5436676876,46.407139142,33.4426101083
WC025,11.6908496928,11.3883051101,13.6868095309,18.8202427694,18.3145511764,17.820332684,20.2576172636,25.4365472801,20.5174104601,17.0895789,25.14826315
WC026,0.8565244976,5.3162068683,6.830481765,3.1012647865,3.0054541361,3.10977856,2.8664811101,3.9822868487,3.542927019,6.0204658016,6.1710429373
WC031,6.7462634433,7.6154609799,8.1260777645,8.7030793271,9.022428532,10.8238257193,-10.1181910102,23.4309219597,32.523274198,34.8678371174,18.6236510709
WC032,20.9637955043,20.0866819176,13.2542644719,11.6123806445,10.7831708773,13.4272180227,25.2613760692,25.6456385518,20.5917545256,21.8865252636,21.3472249851
WC033,5.6632060052,5.2514680065,5.9319874084,5.8634299897,4.0077789212,7.6563351292,8.6751013984,5.7225921666,4.1238876445,3.4010533325,5.254464556
WC034,7.3468092215,9.8538255931,8.8353658537,9.3679697071,10.9949326206,8.3842855552,5.9840461076,12.052789843,24.2093495935,24.0102461299,21.0780432119
WC041,2.547058586,6.1195138693,9.294948924,15.063350426,8.7078370412,14.651027577,15.9955586062,5.3954859289,0.7660596762,0.9613194977,3.6882141559
WC042,17.2316591315,5.623171612,18.9779263706,13.0563808366,14.5370426656,1.6800083583,10.929903879,10.4569735192,13.1136544964,15.1522548535,6.813096007
WC043,15.5325170524,13.9478362965,7.560225875,13.4942860338,8.9035782176,9.8928659287,15.633389243,16.6636587275,-11.3575981214,16.7872078721,15.8386782959
WC044,19.6203787847,17.3979615019,18.4370017349,22.3279462183,18.2562321864,15.9588221323,22.6222169441,23.4194204635,18.7686655789,13.2215085299,18.7373445826
WC045,0.1497190748,0.0936799641,1.5703668185,11.9171817831,0.6306276255,1.1847956386,5.7067745197,2.0557055445,1.1961577351,1.508761323,3.316877404
WC047,17.893454294,20.5952158171,31.304340751,34.8384728042,15.3301737114,16.7915869981,29.5172897767,37.2903665433,28.6224319596,47.1925470892,14.1715552663
WC048,9.579603548,9.3777509139,25.5341324517,27.7203279978,25.0511659069,26.5890851891,52.2499162528,54.1038756754,42.4506182729,42.9216708662,41.3271967258
WC051,14.157316926,55.5882494873,66.680781759,36.9163952226,33.8623476897,70.7294004102,86.2739775606,89.2563638557,103.6977922548,102.2467125106,101.0072385089
WC052,21.9947472594,23.1865103532,22.4615560292,12.084728989,14.5676766139,7.3743909866,3.8633526188,14.678136419,3.4725182704,11.4019488429,21.3818514007
WC053,35.2403904328,30.4348203122,57.8227523898,35.7194167709,45.0957528335,43.5850239987,48.2066107369,67.0541483483,67.5613882951,47.658956157,56.6108780704
